external_code,project_name,city,country,image_url,display_order
IFF63,Sobral Urban Routes Plan (PRUS),Sobral,Brazil,/project_images/PRUS%20-%20Cycling%20Route%20-%20IFF63.webp,3
IFF63,Sobral Urban Routes Plan (PRUS),Sobral,Brazil,/project_images/PRUS%20-%20Intervention%20General%20Proposal%20-%20IFF63.webp,4
IFF63,Sobral Urban Routes Plan (PRUS),Sobral,Brazil,/project_images/PRUS%20-%20Sidewalk%20extension%20+%20Tactical%20Urbanism%20-%20IFF63.webp,5
IFF63,Sobral Urban Routes Plan (PRUS),Sobral,Brazil,/project_images/PRUS%20-%20Sidewalk%20extension%20+%20Urban%20Furniture%20-%20IFF63.webp,6
IFF64,spatial sublimation as an alternative to fragmentary drives,São Paulo,Brazil,/project_images/01%20-%20IFF64.webp,0
IFF64,spatial sublimation as an alternative to fragmentary drives,São Paulo,Brazil,/project_images/02-%20IFF64.webp,1
IFF64,spatial sublimation as an alternative to fragmentary drives,São Paulo,Brazil,/project_images/03%20-%20IFF64.webp,2
IFF64,spatial sublimation as an alternative to fragmentary drives,São Paulo,Brazil,/project_images/04%20-%20IFF64.webp,3
IFF64,spatial sublimation as an alternative to fragmentary drives,São Paulo,Brazil,/project_images/05%20-%20IFF64.webp,4
IFF64,spatial sublimation as an alternative to fragmentary drives,São Paulo,Brazil,/project_images/06%20-%20IFF64.webp,5
IFF64,spatial sublimation as an alternative to fragmentary drives,São Paulo,Brazil,/project_images/07%20-%20IFF64.webp,6
IFF7,Sustainable Rural Development Program: One University One Village,Southwest China,China,/project_images/1U1V%20fraternity%20-%20IFF7.webp,0
IFF7,Sustainable Rural Development Program: One University One Village,Southwest China,China,/project_images/1U1V%20Work%20at%20%202022%20Kassel%20documenta%20fifteen%20-%20IFF7.webp,1
IFF7,Sustainable Rural Development Program: One University One Village,Southwest China,China,/project_images/Exhibition%20and%20workshop%20-%20IFF7.webp,2
IFF7,Sustainable Rural Development Program: One University One Village,Southwest China,China,/project_images/Local%20materials%20local%20technology%20local%20craftsmen%20-%20IFF7.webp,3
IFF7,Sustainable Rural Development Program: One University One Village,Southwest China,China,/project_images/Selected%20completed%20projects%20-%20IFF7.webp,4
IFF7,Sustainable Rural Development Program: One University One Village,Southwest China,China,/project_images/Selected%20future%20project%201%20mudslide%20%20avoidance%20relocation%20settlement%20-%20IFF7.webp,5
IFF7,Sustainable Rural Development Program: One University One Village,Southwest China,China,/project_images/Site%20plan%20-%20IFF7.webp,6
IFF7,Sustainable Rural Development Program: One University One Village,Southwest China,China,/project_images/Soil%20testing%20lab%20-%20IFF7.webp,7
IFF7,Sustainable Rural Development Program: One University One Village,Southwest China,China,/project_images/Terra%20Centre%20-%20IFF7.webp,8
IFF7,Sustainable Rural Development Program: One University One Village,Southwest China,China,/project_images/Women%20workers%20are%20practicing%20wall%20ramming%20-%20IFF7.webp,9
IFF8,Grattacortina – a concept accounting for growing density in Cities,Turin,Italy,/project_images/Grattacortina%20description%20-%20IFF8.webp,0
IFF8,Grattacortina – a concept accounting for growing density in Cities,Turin,Italy,/project_images/Grattacortina%20design%20principle%20-%20IFF8.webp,1
IFF8,Grattacortina – a concept accounting for growing density in Cities,Turin,Italy,/project_images/Grattacortina%20general%20elevations%20and%20plans%20-%20IFF8.webp,2
IFF8,Grattacortina – a concept accounting for growing density in Cities,Turin,Italy,/project_images/Grattacortina%20notte%202%20-%20IFF8.webp,3
IFF8,Grattacortina – a concept accounting for growing density in Cities,Turin,Italy,/project_images/Grattacortina%20plans%20and%20facades%20-%20IFF8.webp,4
IFF8,Grattacortina – a concept accounting for growing density in Cities,Turin,Italy,/project_images/Grattacortina%20poster%20-%20IFF8.webp,5
IFF8,Grattacortina – a concept accounting for growing density in Cities,Turin,Italy,/project_images/Grattacortina%20view%204%20-%20IFF8.webp,6
IFF8,Grattacortina – a concept accounting for growing density in Cities,Turin,Italy,/project_images/Reticolare%201%20-%20IFF8.webp,7
IFF8,Grattacortina – a concept accounting for growing density in Cities,Turin,Italy,/project_images/Struttura%201%20-%20IFF8.webp,8
IFF9,FOREST-LAND MUSEUM (Pădureni Museum),Plosca,Romania,/project_images/01_Site%20and%20Floor%20Plans%20-%20IFF9.webp,0
IFF9,FOREST-LAND MUSEUM (Pădureni Museum),Plosca,Romania,/project_images/02_Architectural%20Layout%20-%20IFF9.webp,1
IFF9,FOREST-LAND MUSEUM (Pădureni Museum),Plosca,Romania,/project_images/03_Architectural%20Tectonics%20-%20IFF9.webp,2
IFF9,FOREST-LAND MUSEUM (Pădureni Museum),Plosca,Romania,/project_images/04_General%20View%20with%20Eco-Mobility%20-%20IFF9.webp,3
IFF9,FOREST-LAND MUSEUM (Pădureni Museum),Plosca,Romania,/project_images/05_Central%20Square%20for%20Cultural%20Activities%20%20-%20IFF9.webp,4
IFF9,FOREST-LAND MUSEUM (Pădureni Museum),Plosca,Romania,/project_images/06_Interior%20Views%20-%20IFF9.webp,5
IFF9,FOREST-LAND MUSEUM (Pădureni Museum),Plosca,Romania,/project_images/07_Reinterpreted%20Traditional%20Architecture%20-%20IFF9.webp,6
IFF9,FOREST-LAND MUSEUM (Pădureni Museum),Plosca,Romania,/project_images/08_Local%20Natural%20Materials%20-%20IFF9.webp,7
LDP1,Werksviertel Mitte,Munich,Germany,/project_images/01_WERKSVIERTEL-%20LDP1.webp,0
LDP1,Werksviertel Mitte,Munich,Germany,/project_images/02_WERKSVIERTEL%20-%20LDP1.webp,1
LDP1,Werksviertel Mitte,Munich,Germany,/project_images/03_WERKSVIERTEL%20-%20LDP1.webp,2
LDP1,Werksviertel Mitte,Munich,Germany,/project_images/04_WERKSVIERTEL-%20LDP1.webp,3
LDP1,Werksviertel Mitte,Munich,Germany,/project_images/05_WERKSVIERTEL%20-%20LDP1.webp,4
LDP1,Werksviertel Mitte,Munich,Germany,/project_images/06_WERKSVIERTEL%20-%20LDP1.webp,5
LDP1,Werksviertel Mitte,Munich,Germany,/project_images/07_WERKSVIERTEL%20-%20LDP1.webp,6
LDP1,Werksviertel Mitte,Munich,Germany,/project_images/08_WERKSVIERTEL_historic%20view%201966%20-%20LDP1.webp,7
LDP1,Werksviertel Mitte,Munich,Germany,/project_images/09_WERKSVIERTEL%20-%20LDP1.webp,8
LDP1,Werksviertel Mitte,Munich,Germany,/project_images/10_WERKSVIERTEL%20-%20LDP1.webp,9
LDP10,DSBU (Deutsche Schule Bukarest) - New School Campus,Bucharest,Romania,/project_images/01_General%20View%20-%20LDP10.webp,0
LDP10,DSBU (Deutsche Schule Bukarest) - New School Campus,Bucharest,Romania,/project_images/02_Groud%20Floor%20and%20Site%20Plan%20-%20LDP10.webp,1
LDP10,DSBU (Deutsche Schule Bukarest) - New School Campus,Bucharest,Romania,/project_images/03_Spatial%20Diagram%20-%20LDP10.webp,2
LDP10,DSBU (Deutsche Schule Bukarest) - New School Campus,Bucharest,Romania,/project_images/04_3D%20section%20with%20main%20common%20space%20-%20LDP10.webp,3
LDP10,DSBU (Deutsche Schule Bukarest) - New School Campus,Bucharest,Romania,/project_images/05_Early%20Years%20Playgrounds%20-%20LDP10.webp,4
LDP10,DSBU (Deutsche Schule Bukarest) - New School Campus,Bucharest,Romania,/project_images/06_In-Between%20Common%20Spaces%20-%20LDP10.webp,5
LDP10,DSBU (Deutsche Schule Bukarest) - New School Campus,Bucharest,Romania,/project_images/07_Kindergarten%20Entrance%20Area%20-%20LDP10.webp,6
LDP10,DSBU (Deutsche Schule Bukarest) - New School Campus,Bucharest,Romania,/project_images/08_School%20Aula%20-%20LDP10.webp,7
LDP10,DSBU (Deutsche Schule Bukarest) - New School Campus,Bucharest,Romania,/project_images/09_Central%20Plaza%20-%20LDP10.webp,8
LDP10,DSBU (Deutsche Schule Bukarest) - New School Campus,Bucharest,Romania,/project_images/10_Maximizing%20the%20Green%20Spaces%20-%20LDP10.webp,9
LDP11,FIRST CLT MULTI COMFORT OFFICE BULDING,Reci,Romania,/project_images/01_General%20View%20-%20LDP11.webp,0
LDP11,FIRST CLT MULTI COMFORT OFFICE BULDING,Reci,Romania,/project_images/02_Groud%20Floor%20and%20Site%20Plan%20-LDP11.webp,1
LDP11,FIRST CLT MULTI COMFORT OFFICE BULDING,Reci,Romania,/project_images/03_Spatial%20Diagram%20-%20LDP11.webp,2
LDP11,FIRST CLT MULTI COMFORT OFFICE BULDING,Reci,Romania,/project_images/04_3D%20section%20with%20main%20common%20space%20-%20LDP11.webp,3
LDP11,FIRST CLT MULTI COMFORT OFFICE BULDING,Reci,Romania,/project_images/05_Early%20Years%20Playgrounds%20-%20LDP11.webp,4
LDP11,FIRST CLT MULTI COMFORT OFFICE BULDING,Reci,Romania,/project_images/06_In-Between%20Common%20Spaces%20-%20LDP11.webp,5
LDP11,FIRST CLT MULTI COMFORT OFFICE BULDING,Reci,Romania,/project_images/07_Kindergarten%20Entrance%20Area%20-%20LDP11.webp,6
LDP11,FIRST CLT MULTI COMFORT OFFICE BULDING,Reci,Romania,/project_images/08_School%20Aula%20-%20LDP11.webp,7
LDP11,FIRST CLT MULTI COMFORT OFFICE BULDING,Reci,Romania,/project_images/09_Central%20Plaza%20-%20LDP11.webp,8
LDP11,FIRST CLT MULTI COMFORT OFFICE BULDING,Reci,Romania,/project_images/10_Maximizing%20the%20Green%20Spaces%20-%20LDP11.webp,9
LDP12,Yunzhai Community Center,Changyuan,China,/project_images/circular%20central%20courtyard%20-%20LDP12.webp,0
LDP12,Yunzhai Community Center,Changyuan,China,/project_images/elements%20diagrams%20-%20LDP12.webp,1
LDP12,Yunzhai Community Center,Changyuan,China,/project_images/Gallery%20Courtyard%20-%20LDP12.webp,2
LDP12,Yunzhai Community Center,Changyuan,China,/project_images/High%20angle%20bird%20view%20-%20LDP12.webp,3
LDP12,Yunzhai Community Center,Changyuan,China,/project_images/Interior%20of%20the%20Community%20Center%20-%20LDP12.webp,4
LDP12,Yunzhai Community Center,Changyuan,China,/project_images/Reading%20area%20-%20LDP12.webp,5
LDP12,Yunzhai Community Center,Changyuan,China,/project_images/Roof%20platform%20-%20LDP12.webp,6
LDP12,Yunzhai Community Center,Changyuan,China,/project_images/Site%20Plan%20-%20LDP12.webp,7
LDP12,Yunzhai Community Center,Changyuan,China,/project_images/Time%20&%20Zone-oriented%20Management%20-%20LDP12.webp,8
LDP12,Yunzhai Community Center,Changyuan,China,/project_images/video%20room%20and%20the%20niche%20with%20skylight%20-%20LDP12.webp,9
LDP13,The main pavilion of the 11th Jiangsu Horticultural Expo,Nanjing,China,/project_images/001%20-LDP13.webp,0
LDP13,The main pavilion of the 11th Jiangsu Horticultural Expo,Nanjing,China,/project_images/002%20-%20LDP13.webp,1
LDP13,The main pavilion of the 11th Jiangsu Horticultural Expo,Nanjing,China,/project_images/003%20-%20LDP13.webp,2
LDP13,The main pavilion of the 11th Jiangsu Horticultural Expo,Nanjing,China,/project_images/004%20-%20LDP13.webp,3
LDP13,The main pavilion of the 11th Jiangsu Horticultural Expo,Nanjing,China,/project_images/005%20-%20LDP13.webp,4
LDP13,The main pavilion of the 11th Jiangsu Horticultural Expo,Nanjing,China,/project_images/006%20-%20LDP13.webp,5
LDP13,The main pavilion of the 11th Jiangsu Horticultural Expo,Nanjing,China,/project_images/007%20-%20LDP13.webp,6
LDP13,The main pavilion of the 11th Jiangsu Horticultural Expo,Nanjing,China,/project_images/008%20-%20LDP13.webp,7
LDP13,The main pavilion of the 11th Jiangsu Horticultural Expo,Nanjing,China,/project_images/isometric%20-%20LDP13.webp,8
LDP13,The main pavilion of the 11th Jiangsu Horticultural Expo,Nanjing,China,/project_images/master%20plan%20-%20LDP13.webp,9
LDP14,Pavilion for the Kingdom of Morocco at EXPO 2020 Dubai,Dubai,United Arab Emirates,/project_images/expo-dubai-01%20-%20LDP14.webp,0
LDP14,Pavilion for the Kingdom of Morocco at EXPO 2020 Dubai,Dubai,United Arab Emirates,/project_images/expo-dubai-02%20-%20LDP14.webp,1
LDP14,Pavilion for the Kingdom of Morocco at EXPO 2020 Dubai,Dubai,United Arab Emirates,/project_images/expo-dubai-03%20-%20LDP14.webp,2
LDP14,Pavilion for the Kingdom of Morocco at EXPO 2020 Dubai,Dubai,United Arab Emirates,/project_images/expo-dubai-04%20-%20LDP14.webp,3
LDP14,Pavilion for the Kingdom of Morocco at EXPO 2020 Dubai,Dubai,United Arab Emirates,/project_images/expo-dubai-05%20-%20LDP14.webp,4
LDP14,Pavilion for the Kingdom of Morocco at EXPO 2020 Dubai,Dubai,United Arab Emirates,/project_images/expo-dubai-06%20-%20LDP14.webp,5
LDP14,Pavilion for the Kingdom of Morocco at EXPO 2020 Dubai,Dubai,United Arab Emirates,/project_images/expo-dubai-07%20-%20LDP14.webp,6
LDP14,Pavilion for the Kingdom of Morocco at EXPO 2020 Dubai,Dubai,United Arab Emirates,/project_images/expo-dubai-08%20-%20LDP14.webp,7
LDP14,Pavilion for the Kingdom of Morocco at EXPO 2020 Dubai,Dubai,United Arab Emirates,/project_images/expo-dubai-09%20-%20LDP14.webp,8
LDP14,Pavilion for the Kingdom of Morocco at EXPO 2020 Dubai,Dubai,United Arab Emirates,/project_images/expo-dubai-10%20-%20LDP14.webp,9
LDP15,“Heart of Yong'an” Community Hub,Dali,China,/project_images/3%20-%20LDP15.webp,0
LDP15,“Heart of Yong'an” Community Hub,Dali,China,/project_images/5941.CHI%20section%20a%20-%20LDP15.webp,1
LDP15,“Heart of Yong'an” Community Hub,Dali,China,/project_images/5941.CHI%20section%20b%20-%20LDP15.webp,2
LDP15,“Heart of Yong'an” Community Hub,Dali,China,/project_images/6%20-%20LDP15.webp,3
LDP15,“Heart of Yong'an” Community Hub,Dali,China,/project_images/photos%20by%20Schran%20Images%20(1)%20-LDP15.webp,4
LDP15,“Heart of Yong'an” Community Hub,Dali,China,/project_images/photos%20by%20Schran%20Images%20(2)%20-%20LDP15.webp,5
LDP15,“Heart of Yong'an” Community Hub,Dali,China,/project_images/photos%20by%20Schran%20Images%20(3)%20-%20LDP15.webp,6
LDP15,“Heart of Yong'an” Community Hub,Dali,China,/project_images/photos%20by%20Schran%20Images%20(4)%20-%20LDP15.webp,7
LDP15,“Heart of Yong'an” Community Hub,Dali,China,/project_images/photos%20by%20Schran%20Images%20(5)%20-%20LDP15.webp,8
LDP15,“Heart of Yong'an” Community Hub,Dali,China,/project_images/Plan%20-%20LDP15.webp,9
LDP16,‘The Light of Internet’ World Conference Center,Wuzhen,China,/project_images/Bird%20View%20%20-%20LDP16.webp,0
LDP16,‘The Light of Internet’ World Conference Center,Wuzhen,China,/project_images/Floorplan%20-%20LDP16.webp,1
LDP16,‘The Light of Internet’ World Conference Center,Wuzhen,China,/project_images/Photos%20(1)%20-%20LDP16.webp,2
LDP16,‘The Light of Internet’ World Conference Center,Wuzhen,China,/project_images/Photos%20(2)%20-%20LDP16.webp,3
LDP16,‘The Light of Internet’ World Conference Center,Wuzhen,China,/project_images/Photos%20(3)%20-%20LDP16.webp,4
LDP16,‘The Light of Internet’ World Conference Center,Wuzhen,China,/project_images/Photos%20(5)%20-%20LDP16.webp,5
LDP16,‘The Light of Internet’ World Conference Center,Wuzhen,China,/project_images/Photos%20-%20LDP16.webp,6
LDP16,‘The Light of Internet’ World Conference Center,Wuzhen,China,/project_images/Section%20+%20Elevation%20-%20LDP16.webp,7
LDP17,Vaulted School,Pune,India,/project_images/10_Vaulted%20school%20-%20LDP17jpg.webp,0
LDP17,Vaulted School,Pune,India,/project_images/17_Vaulted%20school%20-%20LDP17.webp,1
LDP17,Vaulted School,Pune,India,/project_images/19_Vaulted%20school%20-%20LDP17.webp,2
LDP17,Vaulted School,Pune,India,/project_images/23_Vaulted%20school%20-%20LDP17.webp,3
LDP17,Vaulted School,Pune,India,/project_images/25_Vaulted%20school%20-%20LDP17.webp,4
LDP17,Vaulted School,Pune,India,/project_images/28_Vaulted%20school%20-%20LDP17.webp,5
LDP17,Vaulted School,Pune,India,/project_images/29_Vaulted%20school%20-%20LDP17.webp,6
LDP17,Vaulted School,Pune,India,/project_images/30_Vaulted%20school%20-%20LDP17.webp,7
LDP17,Vaulted School,Pune,India,/project_images/31_Vaulted%20school%20-%20LDP17.webp,8
LDP17,Vaulted School,Pune,India,/project_images/9_Vaulted%20school%20-%20LDP17.webp,9
LDP19,The indoor playground of the rural middle school,Yueyang,China,/project_images/01%20birdview%20-%20LDP19.webp,0
LDP19,The indoor playground of the rural middle school,Yueyang,China,/project_images/02%20view%20from%20the%20playground%20-%20LDP19.webp,1
LDP19,The indoor playground of the rural middle school,Yueyang,China,/project_images/03%20view%20from%20the%20northwest%20square%20-%20LDP19.webp,2
LDP19,The indoor playground of the rural middle school,Yueyang,China,/project_images/04%20stairs%20from%20the%20playground%20to%20the%20main%20campus%20-%20LDP19.webp,3
LDP19,The indoor playground of the rural middle school,Yueyang,China,/project_images/05%20inside%20of%20the%20building%20-%20LDP19.webp,4
LDP19,The indoor playground of the rural middle school,Yueyang,China,/project_images/06%20facade%20detail%20-%20LDP19.webp,5
LDP19,The indoor playground of the rural middle school,Yueyang,China,/project_images/07%20masterplan%20-%20LDP19.webp,6
LDP19,The indoor playground of the rural middle school,Yueyang,China,/project_images/08%20plan%20-%20LDP19.webp,7
LDP19,The indoor playground of the rural middle school,Yueyang,China,/project_images/09%20elevation%20-%20LDP19.webp,8
LDP19,The indoor playground of the rural middle school,Yueyang,China,/project_images/10%20analysis%20-LDP19.webp,9
LDP2,1 Lasam,Ipoh,Malaysia,/project_images/A_001_BVH%20-%20LDP2.webp,0
LDP2,1 Lasam,Ipoh,Malaysia,/project_images/A_013_BVH%20-%20LDP2.webp,1
LDP2,1 Lasam,Ipoh,Malaysia,/project_images/B_009_BVH%20-%20LDP2.webp,2
LDP2,1 Lasam,Ipoh,Malaysia,/project_images/B_012_BVH%20-%20LDP2.webp,3
LDP2,1 Lasam,Ipoh,Malaysia,/project_images/B_016_BVH%20-%20LDP2.webp,4
LDP2,1 Lasam,Ipoh,Malaysia,/project_images/BVH02582%20-%20LDP2.webp,5
LDP2,1 Lasam,Ipoh,Malaysia,/project_images/C_003_BVH%20-%20LDP2.webp,6
LDP2,1 Lasam,Ipoh,Malaysia,/project_images/C_013_BVH%20-%20LDP2.webp,7
LDP2,1 Lasam,Ipoh,Malaysia,/project_images/f2%20GBI%20-%20LDP2.webp,8
LDP2,1 Lasam,Ipoh,Malaysia,/project_images/f3%20SDG%20-%20LDP2.webp,9
LDP20,Library Pod,Pune,India,/project_images/10_library%20pod%20-%20LDP20.webp,0
LDP20,Library Pod,Pune,India,/project_images/11_library%20pod%20-%20LDP20.webp,1
LDP20,Library Pod,Pune,India,/project_images/12_library%20pod%20-%20LDP20.webp,2
LDP20,Library Pod,Pune,India,/project_images/13_library%20pod%20-%20LDP20.webp,3
LDP20,Library Pod,Pune,India,/project_images/1_library%20pod%20-%20LDP20.webp,4
LDP20,Library Pod,Pune,India,/project_images/20_library%20pod%20-%20LDP20.webp,5
LDP20,Library Pod,Pune,India,/project_images/21_library%20pod%20-%20LDP20.webp,6
LDP20,Library Pod,Pune,India,/project_images/22_library%20pod%20-%20LDP20.webp,7
LDP20,Library Pod,Pune,India,/project_images/25_library%20pod%20-%20LDP20.webp,8
LDP20,Library Pod,Pune,India,/project_images/26_library%20pod%20-%20LDP20.webp,9
LDP21,Village Lounge of Shangcun,Shangcun Village,China,/project_images/01bird%20view-%20village%20lounge%20with%20vernacular%20dwellings%20-%20LDP21.webp,0
LDP21,Village Lounge of Shangcun,Shangcun Village,China,/project_images/02villagers%20gathering%20-%20LDP21.webp,1
LDP21,Village Lounge of Shangcun,Shangcun Village,China,/project_images/03View%20from%20northwest%20cross01%20-%20LDP21.webp,2
LDP21,Village Lounge of Shangcun,Shangcun Village,China,/project_images/04bamboo%20roof%20&%20old%20brick%20wall%20-%20LDP21.webp,3
LDP21,Village Lounge of Shangcun,Shangcun Village,China,/project_images/05overall%20view%20under%20the%20eaves%20-%20LDP21.webp,4
LDP21,Village Lounge of Shangcun,Shangcun Village,China,/project_images/construction%20-%20LDP21.webp,5
LDP21,Village Lounge of Shangcun,Shangcun Village,China,/project_images/plan%20-%20LDP21.webp,6
LDP21,Village Lounge of Shangcun,Shangcun Village,China,/project_images/section%20-%20LDP21.webp,7
LDP21,Village Lounge of Shangcun,Shangcun Village,China,/project_images/section2%20-%20LDP21.webp,8
LDP21,Village Lounge of Shangcun,Shangcun Village,China,/project_images/site%20plan%20-%20LDP21.webp,9
LDP22,Gaobeidian Railway City sustainable demonstration pavilion,Gaobeidian,China,/project_images/aerial%20view%20from%20northwest%20-%20LDP22.webp,0
LDP22,Gaobeidian Railway City sustainable demonstration pavilion,Gaobeidian,China,/project_images/atrium%20-%20LDP22.webp,1
LDP22,Gaobeidian Railway City sustainable demonstration pavilion,Gaobeidian,China,/project_images/courtyard%20in%20northwest%20-%20LDP22.webp,2
LDP22,Gaobeidian Railway City sustainable demonstration pavilion,Gaobeidian,China,/project_images/design%20details%20-%20LDP22.webp,3
LDP22,Gaobeidian Railway City sustainable demonstration pavilion,Gaobeidian,China,/project_images/design%20strategies%20-%20LDP22.webp,4
LDP22,Gaobeidian Railway City sustainable demonstration pavilion,Gaobeidian,China,/project_images/entrance%20hall%20-%20LDP22.webp,5
LDP22,Gaobeidian Railway City sustainable demonstration pavilion,Gaobeidian,China,/project_images/ground%20floor%20plan%20-%20LDP22.webp,6
LDP22,Gaobeidian Railway City sustainable demonstration pavilion,Gaobeidian,China,/project_images/typical%20upper%20floor%20plan%201%20-%20LDP22.webp,7
LDP22,Gaobeidian Railway City sustainable demonstration pavilion,Gaobeidian,China,/project_images/view%20from%20north%20-%20LDP22.webp,8
LDP22,Gaobeidian Railway City sustainable demonstration pavilion,Gaobeidian,China,/project_images/view%20from%20south%20-%20LDP22.webp,9
LDP23,Mustardseed Junior School,Wakiso,Uganda,/project_images/Kindergarten%20Elevations%20-%20LDP23.webp,0
LDP23,Mustardseed Junior School,Wakiso,Uganda,/project_images/Kindergarten%20Floor%20Plan%20-%20LDP23.webp,1
LDP23,Mustardseed Junior School,Wakiso,Uganda,/project_images/Kindergarten%20Sections%20-%20LDP23.webp,2
LDP23,Mustardseed Junior School,Wakiso,Uganda,/project_images/MJS_01%20-%20LDP23.webp,3
LDP23,Mustardseed Junior School,Wakiso,Uganda,/project_images/MJS_02%20-%20LDP23.webp,4
LDP23,Mustardseed Junior School,Wakiso,Uganda,/project_images/MJS_03%20-%20LDP23.webp,5
LDP23,Mustardseed Junior School,Wakiso,Uganda,/project_images/MJS_04%20-%20LDP23.webp,6
LDP23,Mustardseed Junior School,Wakiso,Uganda,/project_images/MJS_05%20-%20LDP23.webp,7
LDP23,Mustardseed Junior School,Wakiso,Uganda,/project_images/MJS_06%20-%20LDP23.webp,8
LDP23,Mustardseed Junior School,Wakiso,Uganda,/project_images/Primary%20School%20Elevations%20-%20LDP23.webp,9
LDP24,Terminal and Urban Park in São Luís,São Luís,Brazil,/project_images/GB-Terminal%20and%20Urban%20Park%20in%20Sao%20Luis-01-LDP24.webp,0
LDP24,Terminal and Urban Park in São Luís,São Luís,Brazil,/project_images/GB-Terminal%20and%20Urban%20Park%20in%20Sao%20Luis-02-LDP24.webp,1
LDP24,Terminal and Urban Park in São Luís,São Luís,Brazil,/project_images/GB-Terminal%20and%20Urban%20Park%20in%20Sao%20Luis-03-LDP24.webp,2
LDP24,Terminal and Urban Park in São Luís,São Luís,Brazil,/project_images/GB-Terminal%20and%20Urban%20Park%20in%20Sao%20Luis-04-LDP24.webp,3
LDP24,Terminal and Urban Park in São Luís,São Luís,Brazil,/project_images/GB-Terminal%20and%20Urban%20Park%20in%20Sao%20Luis-05-LDP24.webp,4
LDP24,Terminal and Urban Park in São Luís,São Luís,Brazil,/project_images/GB-Terminal%20and%20Urban%20Park%20in%20Sao%20Luis-06-LDP24.webp,5
LDP24,Terminal and Urban Park in São Luís,São Luís,Brazil,/project_images/GB-Terminal%20and%20Urban%20Park%20in%20Sao%20Luis-07-LDP24.webp,6
LDP24,Terminal and Urban Park in São Luís,São Luís,Brazil,/project_images/GB-Terminal%20and%20Urban%20Park%20in%20Sao%20Luis-08-LDP24.webp,7
LDP24,Terminal and Urban Park in São Luís,São Luís,Brazil,/project_images/GB-Terminal%20and%20Urban%20Park%20in%20Sao%20Luis-09-LDP24.webp,8
LDP24,Terminal and Urban Park in São Luís,São Luís,Brazil,/project_images/GB-Terminal%20and%20Urban%20Park%20in%20Sao%20Luis-10-LDP24.webp,9
LDP25,AWF Primary Schools in Karamoja,Karamoja,Uganda,/project_images/Administration%20Building%20Section%20-%20LDP25.webp,0
LDP25,AWF Primary Schools in Karamoja,Karamoja,Uganda,/project_images/AWF_01%20-%20LDP25.webp,1
LDP25,AWF Primary Schools in Karamoja,Karamoja,Uganda,/project_images/AWF_02%20-%20LDP25.webp,2
LDP25,AWF Primary Schools in Karamoja,Karamoja,Uganda,/project_images/AWF_03%20-%20LDP25.webp,3
LDP25,AWF Primary Schools in Karamoja,Karamoja,Uganda,/project_images/AWF_05%20-%20LDP25.webp,4
LDP25,AWF Primary Schools in Karamoja,Karamoja,Uganda,/project_images/AWF_06%20-%20LDP25.webp,5
LDP25,AWF Primary Schools in Karamoja,Karamoja,Uganda,/project_images/AWF_07%20-%20LDP25.webp,6
LDP25,AWF Primary Schools in Karamoja,Karamoja,Uganda,/project_images/AWF_08%20-%20LDP25.webp,7
LDP25,AWF Primary Schools in Karamoja,Karamoja,Uganda,/project_images/AWF_09%20-%20LDP25.webp,8
LDP25,AWF Primary Schools in Karamoja,Karamoja,Uganda,/project_images/Classroom%20Plan%20and%20Elevation%20-%20LDP25.webp,9
LDP26,Waterfowl Pavilion of Beijing Zoo,Beijing,China,/project_images/01%20-%20LDP26.webp,0
LDP26,Waterfowl Pavilion of Beijing Zoo,Beijing,China,/project_images/02%20-%20LDP26.webp,1
LDP26,Waterfowl Pavilion of Beijing Zoo,Beijing,China,/project_images/03%20-%20LDP26.webp,2
LDP26,Waterfowl Pavilion of Beijing Zoo,Beijing,China,/project_images/04%20-%20LDP26.webp,3
LDP26,Waterfowl Pavilion of Beijing Zoo,Beijing,China,/project_images/05%20-%20LDP26g.webp,4
LDP26,Waterfowl Pavilion of Beijing Zoo,Beijing,China,/project_images/06%20-%20LDP26.webp,5
LDP26,Waterfowl Pavilion of Beijing Zoo,Beijing,China,/project_images/07%20-%20LDP26.webp,6
LDP27,Tea Leaf Market of Zhuguanlong,Fujian,China,/project_images/CF00333338896%20-%20LDP27.webp,0
LDP27,Tea Leaf Market of Zhuguanlong,Fujian,China,/project_images/CF008821-2%20-%20LDP27.webp,1
LDP27,Tea Leaf Market of Zhuguanlong,Fujian,China,/project_images/CF008879%20-%20LDP27.webp,2
LDP27,Tea Leaf Market of Zhuguanlong,Fujian,China,/project_images/CF008941%20-%20LDP27.webp,3
LDP27,Tea Leaf Market of Zhuguanlong,Fujian,China,/project_images/CF008969%20-%20LDP27.webp,4
LDP27,Tea Leaf Market of Zhuguanlong,Fujian,China,/project_images/CF008979%20-%20LDP27.webp,5
LDP27,Tea Leaf Market of Zhuguanlong,Fujian,China,/project_images/CF0hh08841%20-%20LDP27.webp,6
LDP27,Tea Leaf Market of Zhuguanlong,Fujian,China,/project_images/IMG_20210405_094134%20-%20LDP27.webp,7
LDP27,Tea Leaf Market of Zhuguanlong,Fujian,China,/project_images/IMG_20210405_151836%20-%20LDP27.webp,8
LDP28,"JSW Sanjeevani Hospital, Aibaugh",Alibaug,India,/project_images/01%20-%20LDP28.webp,0
LDP28,"JSW Sanjeevani Hospital, Aibaugh",Alibaug,India,/project_images/02%20-%20LDP28.webp,1
LDP28,"JSW Sanjeevani Hospital, Aibaugh",Alibaug,India,/project_images/03%20-%20LDP28.webp,2
